Total_Bsmt_SF,Gr_Liv_Area,Garage_Area,Year_Built,Year_Remod/Add,Mas_Vnr_Area,Full_Bath,BsmtFin_SF_1,Overall_Qual,Exter_Qual,Bsmt_Qual,Kitchen_Qual,Fireplace_Qu,Garage_Finish,Bsmt_Exposure,Heating_QC,MS_SubClass,Foundation,Garage_Type,Neighborhood_High,Neighborhood_Low,SalePrice
928.0,1721,471.0,1994,1994,105.0,2,814.0,6.0,1,2,1,0,2,0,2,1,1,1,0,0,201000
1077.0,1760,648.0,1910,1950,0.0,1,0.0,3.705,0,0,0,2,1,0,0,0,0,0,0,1,80000
1028.0,2320,180.0,1945,2002,0.0,2,774.0,6.0,0,1,1,2,1,0,2,0,0,0,0,0,259500
1122.0,2486,452.0,2003,2004,94.0,3,766.0,7.0,1,2,1,3,3,3,2,1,1,1,0,0,279900
1246.0,1246,305.0,1959,1994,0.0,1,340.0,5.0,0,1,1,0,2,0,2,1,0,1,0,0,154000
1444.0,2144,389.0,1958,2006,472.0,2,697.0,6.0,1,2,1,2,3,3,1,0,0,1,0,0,277000
799.0,1150,215.0,1942,1950,0.0,1,230.0,5.0,0,1,0,2,1,0,2,0,0,1,0,1,128000
1566.0,1600,890.0,2007,2007,640.0,2,0.0,8.0,1,2,1,3,2,0,2,1,1,1,1,0,256300
930.0,1755,231.0,1930,2003,0.0,2,189.0,3.705,0,1,1,2,1,0,2,0,0,0,0,0,188000
1800.0,1800,765.0,2002,2002,630.0,2,1274.0,8.0,1,3,1,3,3,3,2,1,1,1,0,0,312500
600.0,1200,480.0,2004,2005,0.0,2,0.0,7.0,1,2,1,0,2,0,2,0,1,0,0,0,151000
765.0,1365,440.0,1971,1971,376.0,1,471.0,5.0,0,1,0,0,1,0,2,0,0,0,0,1,122500
835.0,1696,542.0,2003,2003,0.0,2,80.0,6.0,1,2,1,0,2,1,2,1,1,1,0,0,188000
945.0,1809,638.0,2005,2006,0.0,2,0.0,7.0,1,2,1,0,2,3,2,1,1,1,0,0,209700
2220.0,2234,724.0,2006,2006,945.0,1,1558.0,8.0,1,3,1,3,2,3,2,1,1,1,1,0,441929
886.0,1680,474.0,1993,1994,120.0,2,602.0,6.0,1,2,1,0,2,0,2,1,1,1,0,0,163000
832.0,2087,444.0,1966,2007,157.0,2,568.0,6.0,0,1,1,0,3,3,1,1,0,1,0,0,187500
1462.0,1513,521.0,1999,2000,260.0,2,1246.0,8.0,1,2,1,2,3,3,2,1,1,1,0,0,220000
949.0,1107,308.0,1967,1993,0.0,1,474.0,5.0,0,1,1,0,2,0,0,1,0,1,0,0,127000
0.0,827,392.0,1955,2007,0.0,1,0.0,5.0,0,0,0,1,1,0,2,1,0,0,0,0,107500
742.0,1484,0.0,1914,2001,0.0,2,0.0,6.0,0,1,0,3,0,0,2,0,0,0,0,1,128000
680.0,764,504.0,1925,2004,0.0,1,0.0,5.0,0,0,0,0,1,0,1,0,0,0,0,1,73000
1792.0,1792,874.0,2003,2004,562.0,2,1567.0,9.214285714285714,1,3,2,3,3,3,2,1,1,1,1,0,374000
1479.0,2649,746.0,2001,2002,1110.0,2,1075.0,8.0,1,3,1,2,3,1,2,1,1,1,1,0,421250
808.0,1593,389.0,1992,1993,0.0,2,0.0,6.0,0,2,0,2,2,0,1,1,1,1,0,0,178000
1138.0,1181,588.0,1972,1972,0.0,2,920.0,3.705,0,2,0,0,2,2,0,0,0,0,0,1,137500
1986.0,1987,691.0,1994,1994,554.0,2,1314.0,8.0,1,2,1,2,3,3,2,1,1,1,0,0,301500
583.0,1242,180.0,1935,1950,0.0,1,0.0,6.0,0,1,0,3,1,0,1,0,0,0,0,0,105000
976.0,976,504.0,1968,2004,203.0,1,760.0,6.0,0,1,1,1,2,2,0,1,0,1,0,0,157500
969.0,1214,216.0,1901,1950,0.0,1,0.0,5.0,0,1,0,0,1,0,0,0,0,0,0,1,117000
864.0,864,336.0,1962,1962,0.0,1,468.0,5.0,0,1,0,0,1,0,1,1,0,1,0,0,105000
1064.0,1639,240.0,1936,1950,0.0,1,0.0,6.0,0,1,0,0,1,0,2,0,0,0,0,0,115000
1736.0,1736,834.0,2008,2008,302.0,2,0.0,9.214285714285714,1,3,2,3,2,0,2,1,1,1,1,0,360000
0.0,1535,400.0,1979,1979,0.0,2,0.0,5.0,0,0,0,0,1,0,0,0,0,1,0,0,118858
800.0,1632,484.0,1966,2000,252.0,1,400.0,6.0,0,1,1,0,1,0,1,1,0,1,0,0,173000
630.0,725,320.0,1890,1998,0.0,1,0.0,3.705,0,1,0,0,1,0,0,0,0,0,0,1,78500
840.0,1720,440.0,2004,2004,0.0,2,0.0,7.0,1,2,1,3,3,0,2,1,1,1,0,0,183500
936.0,936,576.0,1953,1953,0.0,1,0.0,3.705,0,0,0,0,1,0,0,1,0,0,0,1,93000
1406.0,1589,630.0,2003,2003,72.0,2,1084.0,8.0,1,2,1,2,3,3,2,1,1,1,0,0,226500
799.0,1571,380.0,1993,1994,0.0,2,0.0,6.0,1,2,0,2,2,0,1,1,1,1,0,0,178000
1453.0,1479,558.0,2003,2003,167.0,2,1013.0,7.0,1,2,1,0,2,2,2,1,1,1,0,0,226000
784.0,1632,898.0,1969,1969,178.0,1,496.0,5.0,1,1,0,2,2,3,2,1,0,1,0,0,173000
864.0,864,360.0,1965,1965,0.0,1,553.0,5.0,0,1,0,1,1,0,1,1,0,0,0,0,62383
1452.0,2713,858.0,2008,2008,268.0,2,1330.0,9.214285714285714,1,3,2,3,3,2,2,1,1,1,1,0,446261
624.0,1479,312.0,1926,1997,0.0,1,424.0,7.0,0,1,1,3,1,0,2,0,0,0,0,0,160000
1393.0,1576,668.0,2004,2004,24.0,2,1087.0,7.0,1,2,1,2,2,0,2,1,1,1,0,0,219990
1468.0,1479,577.0,1999,2000,125.0,2,0.0,7.0,1,2,1,0,2,0,2,1,1,1,0,0,191000
756.0,1060,308.0,1925,1994,0.0,1,317.0,5.0,0,1,0,3,1,0,0,0,1,0,0,1,136500
0.0,943,308.0,1958,1994,0.0,1,0.0,3.705,0,0,1,0,1,0,0,0,0,0,0,1,80000
1204.0,2183,786.0,1988,1988,178.0,2,1002.0,7.0,1,2,1,0,1,0,1,0,1,1,0,0,229000
1050.0,1949,574.0,1993,1994,246.0,2,750.0,7.0,1,2,1,2,3,0,2,1,1,1,0,0,236000
1824.0,1824,932.0,2006,2007,242.0,2,0.0,9.214285714285714,1,3,2,3,3,3,2,1,1,1,0,0,392000
720.0,1930,316.0,1927,1950,0.0,2,522.0,6.0,0,1,0,0,1,0,0,0,0,1,0,1,149000
970.0,2393,846.0,1998,1999,0.0,2,128.0,9.214285714285714,1,2,2,2,3,1,2,0,1,1,0,0,345000
716.0,2014,624.0,1900,2005,0.0,2,0.0,5.0,1,0,0,0,1,0,2,0,1,0,0,1,169000
484.0,1242,336.0,1946,1950,0.0,1,0.0,3.705,0,1,0,0,1,0,0,1,0,1,0,1,109900
996.0,2000,650.0,1993,1994,94.0,2,758.0,7.0,0,2,0,2,3,2,2,1,1,1,0,0,188000
780.0,1412,280.0,1939,1950,0.0,1,0.0,6.0,0,1,0,3,1,0,2,0,0,0,0,1,132500
990.0,990,440.0,1994,1994,0.0,1,755.0,5.0,0,1,0,0,2,0,2,1,1,1,0,0,143000
1342.0,1342,256.0,1951,1951,0.0,1,557.0,5.0,0,0,0,0,1,0,2,1,0,0,0,1,125000
1868.0,1868,1085.0,2005,2005,568.0,2,1505.0,9.214285714285714,1,3,2,3,3,3,2,1,1,1,1,0,415000
622.0,1363,528.0,1910,1950,0.0,1,0.0,3.705,0,0,0,0,1,0,1,0,0,0,0,1,125500
1240.0,1632,338.0,1958,1988,183.0,2,620.0,6.0,0,1,0,3,2,0,1,1,0,1,0,0,139000
1722.0,2296,842.0,2008,2008,420.0,2,1338.0,9.214285714285714,1,3,2,3,2,3,2,1,1,1,1,0,451950
1678.0,1678,0.0,1959,1959,74.0,2,0.0,5.0,0,1,0,0,0,0,0,0,0,0,0,1,119900
1267.0,1296,471.0,2001,2002,136.0,2,1005.0,8.0,1,3,1,0,3,0,2,1,1,1,0,0,220000
1587.0,1587,525.0,1971,1971,302.0,2,838.0,6.0,0,1,0,3,1,0,0,1,0,1,0,0,167300
720.0,1298,256.0,1941,1950,0.0,1,626.0,5.0,0,1,0,3,1,0,2,0,0,0,0,1,122000
1728.0,1728,504.0,1963,1963,336.0,2,1332.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,125000
928.0,928,288.0,1957,1957,0.0,1,308.0,5.0,0,1,0,0,3,0,1,1,0,1,0,1,112500
879.0,1795,578.0,2005,2006,0.0,2,0.0,7.0,1,2,1,0,2,3,2,1,1,1,0,0,191000
1080.0,1080,288.0,1958,1958,135.0,1,570.0,6.0,0,1,0,0,1,0,1,1,0,1,0,0,136000
866.0,1779,546.0,1998,1998,0.0,2,0.0,7.0,0,2,1,0,2,2,2,1,1,1,0,0,197900
485.0,1635,255.0,1910,2003,0.0,1,0.0,6.0,0,1,1,0,1,0,1,0,0,1,0,1,117000
1199.0,1220,632.0,2006,2006,84.0,2,684.0,7.0,1,2,1,0,2,2,2,1,1,1,0,0,194000
1310.0,1310,545.0,2001,2001,179.0,1,1004.0,9.214285714285714,1,3,1,2,2,2,2,1,1,1,0,0,285000
644.0,1355,0.0,1940,1999,0.0,2,351.0,5.0,0,1,0,0,0,0,1,0,0,0,0,1,127500
1095.0,2295,590.0,1992,2000,0.0,2,728.0,7.0,1,2,1,2,2,0,2,1,1,1,0,0,268000
1075.0,1798,342.0,1900,1950,0.0,2,0.0,3.705,0,1,0,0,1,0,2,0,1,0,0,1,137000
1620.0,1620,578.0,1967,1967,0.0,2,603.0,7.0,0,1,1,3,1,0,2,1,0,1,0,0,215000
1216.0,1216,336.0,1955,1955,0.0,1,288.0,5.0,0,1,0,0,2,0,0,1,0,1,0,0,129500
896.0,1344,240.0,1936,1950,0.0,1,0.0,5.0,0,2,0,0,1,0,1,0,0,0,0,1,115000
747.0,1159,288.0,1925,1950,0.0,1,0.0,5.0,0,1,0,0,1,0,0,0,1,0,0,1,114000
1056.0,1056,384.0,1966,1966,0.0,1,1056.0,3.705,0,1,0,0,1,0,0,1,0,0,0,0,107000
832.0,1216,336.0,1947,1950,0.0,1,442.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,118500
862.0,1158,208.0,1929,1950,0.0,1,0.0,6.0,0,1,0,3,2,0,0,0,0,1,0,1,120000
1538.0,1538,484.0,2005,2005,148.0,2,769.0,8.0,1,2,1,0,2,2,2,1,1,1,0,0,260000
1143.0,1143,308.0,1959,1959,150.0,1,856.0,5.0,0,1,0,0,2,0,0,1,0,1,0,0,136000
858.0,872,480.0,1971,1971,0.0,1,0.0,3.705,0,1,0,0,1,0,0,1,0,0,0,0,123000
319.0,1406,0.0,1920,1950,0.0,1,0.0,6.0,0,1,0,0,0,0,0,0,0,0,0,1,89500
1324.0,1324,430.0,2005,2005,0.0,2,0.0,6.0,1,2,1,0,3,0,2,1,1,1,0,0,199500
876.0,904,408.0,1966,1966,41.0,1,0.0,5.0,0,1,0,0,1,0,0,1,1,1,0,0,109900
1276.0,2080,282.0,1926,2004,0.0,1,0.0,7.0,1,2,1,3,1,0,2,0,0,0,0,0,234000
848.0,848,420.0,2004,2004,169.0,1,662.0,6.0,1,2,1,3,2,1,2,1,1,1,0,0,155900
1104.0,1788,304.0,1957,1989,0.0,1,0.0,3.705,0,1,0,2,1,2,2,0,0,1,0,0,161500
819.0,1344,525.0,1958,1958,541.0,1,111.0,6.0,0,1,1,3,2,0,1,1,0,0,0,0,137500
840.0,2256,0.0,1910,1950,0.0,2,0.0,5.0,0,1,0,0,0,1,0,0,0,0,0,1,76500
1151.0,2060,521.0,1988,1989,268.0,2,831.0,6.0,1,2,0,2,1,0,0,1,1,1,0,0,211000
1405.0,1337,511.0,1998,1999,0.0,2,266.0,6.0,1,2,1,0,3,0,2,1,1,1,0,0,181000
1127.0,1165,490.0,1966,1966,183.0,1,312.0,6.0,0,1,0,0,2,3,0,0,0,1,0,0,174900
1164.0,1320,564.0,1966,1966,97.0,1,328.0,5.0,0,1,0,1,2,2,2,0,0,1,0,0,164500
1517.0,1535,532.0,2004,2004,168.0,2,2.0,7.0,1,2,1,0,2,0,2,1,1,1,1,0,214000
738.0,2044,489.0,1980,1988,280.0,2,0.0,7.0,0,2,0,2,1,1,0,1,0,1,0,0,185000
704.0,1136,336.0,1929,1950,0.0,1,80.0,3.705,0,1,0,0,1,0,2,0,1,0,0,1,123000
1001.0,1299,486.0,1979,1979,0.0,2,1001.0,6.0,0,2,1,1,2,2,0,0,0,1,0,0,183500
776.0,1441,492.0,1999,2000,456.0,2,0.0,8.0,1,2,1,0,1,0,2,0,1,0,0,0,174000
1073.0,1630,649.0,1953,1953,0.0,2,587.0,5.0,0,1,0,2,1,0,0,1,0,0,0,1,130000
728.0,1641,546.0,1925,1990,0.0,1,16.0,7.0,0,1,2,3,1,0,2,0,0,0,0,1,178000
928.0,1629,482.0,1997,1998,0.0,2,791.0,5.0,0,2,0,2,3,0,1,1,1,1,0,0,189900
848.0,848,420.0,2003,2004,170.0,1,685.0,6.0,1,2,1,0,3,2,2,1,1,1,0,0,144000
816.0,816,432.0,1930,2007,0.0,1,538.0,6.0,1,1,0,0,1,2,2,0,0,0,0,1,120500
1097.0,1097,672.0,1994,1995,0.0,1,0.0,5.0,0,2,0,0,1,0,2,1,1,1,0,0,145000
1494.0,1652,499.0,2000,2000,0.0,2,1196.0,8.0,1,2,2,0,2,2,2,1,1,1,1,0,251000
1768.0,1768,0.0,1968,1968,0.0,2,0.0,3.705,0,1,0,0,0,0,0,0,0,0,0,0,136500
0.0,1152,0.0,1955,1955,58.0,2,0.0,3.705,0,0,0,0,0,0,0,0,0,0,0,1,82500
0.0,810,280.0,1910,1950,0.0,1,0.0,3.705,0,0,0,0,1,0,0,0,0,0,0,1,57625
1350.0,1358,484.0,2007,2008,176.0,2,876.0,7.0,1,2,1,3,2,0,2,1,1,1,1,0,212500
1216.0,1216,402.0,1998,1998,116.0,2,897.0,6.0,0,3,0,0,1,0,2,1,1,1,0,0,164000
967.0,1638,384.0,1957,1957,327.0,2,0.0,6.0,0,1,1,0,1,0,1,0,0,0,0,1,139000
600.0,1252,462.0,1999,2000,212.0,2,510.0,7.0,1,2,1,0,1,0,2,0,1,0,0,0,160000
828.0,883,698.0,1992,1993,0.0,1,718.0,5.0,0,2,0,1,1,2,0,0,1,0,0,0,149000
864.0,874,288.0,1968,1968,0.0,1,510.0,5.0,0,1,0,0,2,0,0,1,0,1,0,0,130000
576.0,1710,480.0,1921,1950,0.0,2,0.0,7.0,0,1,0,0,1,0,1,0,0,0,0,1,140000
1836.0,1836,517.0,2008,2009,288.0,2,0.0,8.0,1,2,1,3,3,0,2,1,1,1,0,0,264500
1092.0,1092,299.0,1957,1957,0.0,1,895.0,5.0,0,1,0,2,3,0,0,1,0,1,0,0,141000
1241.0,1241,569.0,2006,2007,0.0,1,1106.0,7.0,1,2,1,0,3,0,2,1,1,1,0,0,199900
1350.0,1334,630.0,1977,1977,360.0,2,686.0,6.0,0,2,0,2,2,0,0,1,0,1,0,0,167900
1144.0,1429,572.0,1960,1987,85.0,1,594.0,6.0,0,1,1,3,1,0,2,1,0,1,0,0,181900
1566.0,1566,750.0,2008,2008,36.0,2,1078.0,8.0,1,2,1,0,2,2,2,1,1,1,0,0,262500
908.0,2288,520.0,1977,1992,283.0,1,432.0,7.0,0,2,1,2,2,0,2,1,1,1,0,0,230000
1698.0,1709,506.0,1999,2000,60.0,2,1238.0,9.214285714285714,1,3,1,2,3,2,2,1,1,1,0,0,328900
1721.0,1721,554.0,2005,2005,210.0,2,119.0,8.0,1,2,1,0,2,0,2,1,1,1,1,0,232698
1254.0,1254,810.0,2008,2008,140.0,2,872.0,8.0,1,2,1,0,2,2,2,1,1,1,0,0,221800
576.0,1350,627.0,1941,1973,0.0,1,336.0,5.0,0,1,1,0,1,0,1,0,0,0,0,0,152400
1630.0,1630,451.0,2000,2001,171.0,2,0.0,7.0,1,2,1,2,1,0,2,1,1,1,0,0,213000
784.0,1585,449.0,2005,2005,96.0,2,0.0,7.0,1,2,1,0,2,0,2,1,1,1,0,0,184900
1165.0,1336,375.0,1953,1953,56.0,1,841.0,5.0,0,1,0,3,1,1,0,0,0,1,0,0,157000
864.0,1211,576.0,1962,2002,0.0,1,612.0,5.0,0,1,0,2,1,0,1,1,0,0,0,0,144000
1259.0,1353,478.0,1979,1999,253.0,2,903.0,6.0,0,2,0,2,2,0,2,1,0,1,0,0,192350
1174.0,1200,440.0,1966,1966,202.0,2,654.0,7.0,0,1,0,2,2,0,2,1,0,1,0,0,163500
1475.0,2329,514.0,1990,1990,99.0,2,1085.0,7.0,0,2,1,3,1,0,2,1,1,1,0,0,262280
1536.0,1536,532.0,2002,2003,113.0,2,810.0,7.0,1,2,1,0,2,2,2,1,1,1,0,0,214000
1073.0,1811,470.0,1956,2004,0.0,1,296.0,6.0,0,1,2,3,3,0,2,1,1,1,0,0,230000
1063.0,2172,947.0,2006,2006,350.0,2,0.0,7.0,1,3,1,3,2,0,2,1,1,1,1,0,280000
1073.0,1073,720.0,1957,1980,0.0,1,967.0,3.705,0,1,0,0,1,0,1,1,0,0,0,1,140000
756.0,1839,442.0,1966,1966,351.0,1,0.0,6.0,0,1,0,2,1,0,0,1,0,1,0,0,155000
1020.0,1020,0.0,1918,1950,0.0,1,0.0,3.705,0,1,0,0,0,0,0,0,0,0,0,1,64500
946.0,1802,1017.0,1993,1993,85.0,2,860.0,6.0,1,2,1,3,2,0,2,1,1,0,0,0,218000
995.0,1009,576.0,1977,1977,51.0,2,755.0,5.0,0,1,0,1,1,2,0,0,0,0,0,0,160000
1338.0,1338,598.0,2007,2007,0.0,2,24.0,8.0,1,2,1,0,2,0,2,1,1,1,0,0,208900
689.0,1392,540.0,2007,2007,0.0,2,0.0,7.0,1,2,1,0,1,0,2,0,1,0,0,0,146000
1260.0,1288,500.0,1996,1996,0.0,1,786.0,8.0,1,2,2,3,3,0,2,1,1,1,0,0,245500
992.0,1013,160.0,1926,1950,0.0,1,0.0,6.0,0,1,0,0,1,0,2,0,0,0,0,1,113000
1782.0,1782,932.0,2004,2005,238.0,2,1531.0,8.0,1,3,1,3,3,3,2,1,1,1,1,0,296000
1922.0,1922,676.0,2005,2006,200.0,2,1249.0,9.214285714285714,1,3,1,3,3,3,2,1,1,1,1,0,377426
1700.0,1718,786.0,2006,2007,230.0,2,1172.0,9.214285714285714,1,3,2,3,3,3,2,1,1,1,1,0,337500
2492.0,2492,949.0,2004,2005,730.0,2,2146.0,9.214285714285714,1,3,2,3,3,3,2,1,1,1,1,0,552000
624.0,936,265.0,1948,1950,0.0,1,0.0,3.705,0,0,0,0,1,1,2,0,0,1,0,1,97900
1218.0,1218,676.0,2009,2009,0.0,2,27.0,6.0,1,2,1,0,3,0,2,1,1,1,0,0,208300
910.0,1820,816.0,1996,1997,0.0,2,0.0,7.0,0,2,1,2,1,1,2,1,1,1,0,0,213000
880.0,1724,527.0,1998,1999,0.0,2,0.0,7.0,0,2,1,0,3,2,2,1,1,1,0,0,188000
1121.0,1336,488.0,1958,1958,632.0,1,203.0,6.0,0,1,0,2,2,0,2,1,0,1,0,0,162000
910.0,1558,282.0,1950,1950,0.0,1,420.0,5.0,0,1,0,0,1,0,0,0,0,1,0,1,152000
991.0,1947,678.0,2004,2005,0.0,2,222.0,7.0,1,2,1,3,2,0,2,1,1,1,0,0,254900
832.0,1657,483.0,1994,1995,145.0,2,537.0,7.0,1,2,1,0,2,2,2,1,1,1,0,0,189000
2048.0,2064,550.0,1978,1978,383.0,2,1206.0,7.0,1,2,1,1,3,0,0,1,0,1,0,0,235000
1164.0,1164,240.0,1950,1950,0.0,1,1040.0,5.0,0,1,0,0,1,0,0,0,0,0,0,1,125000
836.0,836,308.0,1975,1975,0.0,1,0.0,7.0,0,2,0,0,1,0,2,1,0,1,0,0,120000
0.0,1600,270.0,1951,1951,0.0,1,0.0,3.705,0,0,0,0,1,0,0,1,0,1,0,0,81500
816.0,816,0.0,1990,1990,104.0,1,816.0,6.0,0,2,0,0,0,2,0,0,0,0,0,1,118500
1766.0,1766,478.0,2009,2009,162.0,2,1121.0,9.214285714285714,1,3,2,3,3,1,2,1,1,1,0,0,370878
1001.0,2002,871.0,1949,1950,0.0,2,284.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,145000
798.0,1954,431.0,1939,2006,312.0,1,341.0,7.0,1,1,1,2,1,0,2,0,0,1,0,0,311500
1220.0,1364,437.0,2006,2006,14.0,2,453.0,7.0,1,2,1,3,3,2,2,1,1,1,0,0,210250
916.0,1861,492.0,2002,2002,0.0,2,700.0,7.0,1,2,1,0,2,0,2,1,1,1,0,0,200000
0.0,1734,539.0,1977,1977,0.0,2,0.0,5.0,0,0,1,0,1,0,0,0,0,1,0,0,126000
405.0,1039,281.0,1900,2003,0.0,1,0.0,3.705,1,0,0,0,1,0,1,0,0,0,0,1,114000
677.0,1510,720.0,1910,1950,0.0,2,0.0,3.705,1,0,1,0,1,0,0,0,0,0,0,1,87500
1149.0,2541,729.0,2005,2005,146.0,3,986.0,8.0,1,3,2,3,3,1,2,1,1,1,1,0,349265
1512.0,1512,845.0,2004,2004,264.0,2,516.0,8.0,1,2,1,0,2,3,2,1,1,1,0,0,203000
1454.0,1434,527.0,2001,2001,0.0,2,20.0,7.0,1,2,1,2,2,0,2,1,1,1,0,0,189000
812.0,1653,628.0,2003,2003,0.0,2,410.0,7.0,1,2,1,0,2,0,2,1,1,1,0,0,209000
917.0,2007,357.0,1900,1950,0.0,2,0.0,6.0,0,0,2,0,1,1,1,0,0,0,0,1,160000
1037.0,1037,431.0,1974,1974,44.0,1,787.0,5.0,0,0,0,0,2,3,0,1,0,1,0,0,129000
1389.0,1389,418.0,1974,1975,0.0,1,1071.0,5.0,0,2,0,2,2,2,1,1,0,1,0,0,170000
440.0,694,352.0,1913,2002,0.0,1,365.0,5.0,0,1,1,3,1,0,0,0,1,0,0,0,90350
572.0,1096,0.0,1924,1950,0.0,1,0.0,6.0,0,1,0,0,0,0,0,0,0,0,0,1,79000
894.0,894,552.0,1972,1972,0.0,1,894.0,5.0,0,1,0,0,1,0,0,1,1,1,0,0,149900
864.0,864,576.0,1971,1971,0.0,1,119.0,5.0,0,2,0,0,1,0,0,1,0,0,0,0,123000
1095.0,1774,779.0,1900,1950,0.0,2,0.0,3.705,0,1,0,0,1,0,0,0,0,0,0,1,87000
1096.0,1118,358.0,1977,1977,0.0,1,522.0,6.0,0,1,0,1,3,2,0,0,0,1,0,0,171000
1032.0,1252,288.0,1950,1950,0.0,1,280.0,6.0,0,1,0,0,1,0,0,0,0,1,0,0,119000
1148.0,1148,672.0,1959,1959,0.0,1,1148.0,5.0,0,1,0,0,1,0,0,1,0,1,0,0,132500
588.0,1666,228.0,1925,1996,0.0,1,0.0,8.0,0,1,1,3,1,0,0,0,1,0,0,1,161000
1357.0,1947,725.0,2001,2002,134.0,2,1194.0,9.214285714285714,1,2,1,2,3,1,2,1,1,1,0,0,274000
912.0,912,336.0,1967,1967,0.0,1,842.0,5.0,0,1,0,1,1,0,0,1,0,0,0,0,125000
1195.0,1195,0.0,1946,1950,0.0,2,0.0,5.0,0,1,0,0,0,0,0,0,0,0,0,1,98500
1624.0,1624,757.0,1994,1995,0.0,2,1456.0,8.0,1,2,1,1,2,0,2,1,1,1,0,0,262000
914.0,914,444.0,1979,1979,40.0,1,710.0,5.0,0,1,0,0,1,0,0,1,0,1,0,0,134900
1350.0,1328,308.0,1959,1959,0.0,1,967.0,5.0,0,1,0,3,2,3,1,1,0,1,0,0,170000
686.0,1461,225.0,1926,1991,0.0,1,0.0,6.0,0,1,0,3,1,0,0,0,0,0,0,0,135000
930.0,2683,473.0,1990,1991,304.0,2,704.0,6.0,1,2,1,3,2,0,2,1,1,1,0,0,290000
1246.0,1258,462.0,2007,2007,0.0,2,0.0,7.0,1,2,1,0,2,0,2,1,1,1,0,0,173500
896.0,2008,230.0,1948,2002,0.0,3,603.0,5.0,0,1,2,0,1,0,2,1,0,1,0,1,225000
864.0,1187,440.0,1961,1961,0.0,1,311.0,5.0,0,1,0,2,2,0,0,1,0,1,0,0,140500
990.0,990,299.0,1994,1994,0.0,1,495.0,5.0,0,2,0,0,1,0,1,1,1,1,0,0,126000
960.0,1586,480.0,1999,1999,466.0,2,612.0,8.0,1,2,1,0,1,0,2,0,1,0,0,0,170000
990.0,990,576.0,1995,1995,0.0,1,716.0,5.0,0,2,0,0,1,0,2,1,1,1,0,0,156000
1484.0,1600,319.0,1957,1997,0.0,1,1277.0,5.0,0,1,0,3,2,3,0,1,0,1,0,0,207500
896.0,1792,590.0,2007,2007,0.0,2,350.0,8.0,1,2,1,0,3,2,2,1,1,1,0,0,255000
462.0,988,297.0,1973,1973,0.0,1,437.0,3.705,0,2,0,1,2,3,0,0,0,1,0,1,94900
1170.0,1170,338.0,1958,1958,0.0,1,625.0,5.0,0,1,0,2,2,0,0,1,0,1,0,0,140000
738.0,1376,216.0,1905,1950,0.0,1,0.0,3.705,0,1,0,0,1,1,1,0,0,0,0,1,96900
1154.0,1154,480.0,1966,1966,200.0,1,740.0,5.0,0,1,0,1,2,1,2,1,0,1,0,0,154000
725.0,1772,816.0,1910,1999,0.0,2,0.0,8.0,1,1,1,0,1,0,2,0,0,0,0,1,184900
2078.0,2084,1220.0,2007,2008,816.0,2,1636.0,9.214285714285714,1,3,2,3,3,2,2,1,1,1,1,0,385000
951.0,951,327.0,1936,1950,0.0,1,285.0,3.705,0,1,0,0,1,0,2,0,0,0,0,1,106500
1455.0,2687,810.0,2000,2000,150.0,2,1173.0,8.0,1,2,1,2,2,1,2,1,1,1,0,0,327000
2458.0,2490,795.0,2005,2006,198.0,2,2158.0,9.214285714285714,1,3,2,3,3,3,2,1,1,1,0,0,468000
1204.0,1666,384.0,1927,1950,0.0,1,0.0,6.0,0,1,0,0,1,0,0,0,0,0,0,1,135000
1141.0,1141,484.0,2005,2005,0.0,1,0.0,6.0,1,2,0,0,1,0,2,1,1,0,0,0,142500
732.0,1464,470.0,1968,1968,0.0,1,732.0,5.0,0,1,0,0,1,0,2,1,0,1,0,0,141000
1117.0,1347,0.0,1910,1991,0.0,1,969.0,5.0,0,2,0,0,0,3,0,0,0,0,0,1,107500
672.0,1282,240.0,1942,1979,0.0,1,485.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,108500
636.0,1320,472.0,1994,1994,0.0,2,274.0,6.0,0,2,1,0,3,0,2,1,1,1,0,0,150000
216.0,936,0.0,1916,1950,0.0,1,0.0,3.705,0,0,0,0,0,0,0,0,1,0,0,1,78000
1580.0,1580,830.0,2007,2008,186.0,2,0.0,8.0,1,2,1,0,2,0,2,1,1,1,0,0,235128
1643.0,1824,739.0,1971,2002,351.0,2,1219.0,7.0,0,2,1,2,1,3,0,1,0,1,0,0,302000
864.0,1558,440.0,1975,2001,0.0,2,88.0,5.0,0,1,0,0,3,0,0,1,0,1,0,0,163000
0.0,640,240.0,1945,2007,0.0,1,0.0,3.705,0,0,0,0,1,0,0,0,0,0,0,1,84900
855.0,1322,440.0,1974,1974,0.0,2,257.0,6.0,0,1,0,1,1,0,0,0,0,1,0,0,147000
910.0,1826,164.0,1915,2005,0.0,1,299.0,7.0,1,1,2,3,1,0,2,0,1,1,0,1,155000
1309.0,1339,484.0,1990,1990,54.0,2,1053.0,7.0,0,2,0,2,3,0,0,1,0,1,0,0,180000
0.0,1092,0.0,1930,1950,0.0,2,0.0,3.705,0,0,0,0,0,0,0,0,0,0,0,1,55000
