NEWID,GENDER,INTAKE,STREAM,SEC SCHOOL,RELIGION,CITIZENSHIP,REPEAT,MSG,L1R5,EL1,HMTL,MTL2,BT,DT,EM,AM,PHY,CHM,BIO,PC,PE,COM,PA,CH,HA,HMU,LEL,LCL,HSY,GEO,ART,MU,FN,AL,MSP,HH,HG,HL,IH,HZ,HP,IHC,IHE,FR,GM,JP,EM2,AM2,PO2,CO2,BO2,EO2,IH2,CLO,SP
20180469,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,2,6,A2,A1,,,,A1,B3,B3,A1,A1,,,,,,,,,,,,,,,,,,,,,,,B3,,,,,,,,,,,,,
20180470,F,JAE Ordinary Admission,Arts,ST. ANTHONY'S CANOSSIAN SECONDARY SCHOOL,ROMAN CATHOLICISM,SINGAPORE CITIZEN,,0,7,A1,B4,A1,,,A1,A2,,,B3,A1,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,
20180471,F,DSA (CCA),Science,METHODIST GIRLS' SCHOOL (SECONDARY),CHRISTIAN,SINGAPORE CITIZEN,,,11,A2,,B4,,,A1,A2,B3,B3,A2,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,
20180472,M,IP (X),Science,SCHOOL X,BUDDHIST,SINGAPORE CITIZEN,,2.4,6,B3,B3,,,,A1,A2,B3,A1,B3,,,,,,B3,,,,,,,,,,,,,,,,,B3,,,,,,,,,,,,,
20180473,F,DSA (CCA),Science,PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),BUDDHIST,SINGAPORE CITIZEN,,,12,B4,,A2,,,A2,A1,A2,A2,,,,,,,,,,,,A1,,,,,,,,B3,,,,,,,,,,,,,,,,,
20180474,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.83,6,A2,A2,,,,A1,A1,,B3,A2,,,,,,,,,,,A1,,,,,,,,,A1,,,,,,,,,,,,,,,,
20180475,M,JAE Ordinary Admission,Science,FUHUA SECONDARY SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,7,C5,A2,A1,,,A1,A1,A1,A1,A2,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,
20180476,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.17,6,A2,A1,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,
20180477,F,IP (Y),Arts,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,2.31,6,A2,C6,,,,A1,A1,,,B3,,,,,,,,B3,,,,,,,,,,,,B3,,,,,,,,,,,,,,,,
20180478,F,JAE Ordinary Admission,Science,NAN HUA HIGH SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,7,A2,A2,A1,,,A1,A1,A1,A1,C5,,,,,,,,,,,A1,,,,,,A1,,,,,,,,,,,,,,,,,,,
20180479,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE PR (CHINESE),,2.38,6,B3,A2,,,,A1,C5,B3,A2,,,,,,,,,A2,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,
20180480,M,JAE Ordinary Admission,Science,CATHOLIC HIGH SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,7,A1,C6,B3,,,A1,A1,A2,A2,A2,,,,,,,,,,,A1,,,,,,A1,,,,,,,,,,,,,,,,,,,
20180481,M,DSA,Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,,8,A2,C5,A2,,,A1,A1,A2,B3,,,,,,,,,,,,A1,,,,,,A1,,,,,,,,,,,,,,,,,,,
20180482,F,JAE Ordinary Admission,Arts,SINGAPORE CHINESE GIRLS' SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,9,A1,C6,A2,,,A2,B3,,B3,A2,,,,,,,,A1,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,
20180483,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.33,6,A2,A1,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,
20180484,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.89,6,A2,A1,,,,A1,A2,,A2,B3,,,,,,,,,A1,,,,,,,,,,,A2,,,,,,,,,,,,,,,,
20180485,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.4,6,A1,A1,,,,A1,B3,A2,A2,A1,,,,,,,,,,,,,,,,,,,,A1,,,,,,A1,,,,,,,,,,
20180486,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.88,6,B3,A2,,,,A1,A1,B3,A2,,,,,,,,,,,A1,,,,,,,,,,,,,A1,,,,,,,,,,,,,
20180487,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.9,6,B3,A2,,,,A1,A1,B3,A2,A2,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,
20180488,F,JAE Ordinary Admission,Science,XINMIN SECONDARY SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,7,B3,A2,A1,,,A1,A1,A1,A2,A1,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,
20180489,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.5,6,A2,A2,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,
20180490,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1,6,A1,A1,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,
20180491,F,JAE Ordinary Admission,Science,CRESCENT GIRLS' SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,6,A1,A2,A1,,,A1,A2,A1,B3,A1,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,
20180492,M,JAE Ordinary Admission,Science,MARIS STELLA HIGH SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,8,B3,C6,B3,,,A1,A1,A1,A1,B3,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,
20180493,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,3.13,6,B4,C5,,,,A1,B4,B4,B3,,,,,,,,,,,B3,,,,,,,,,,,,,B3,,,,,,A2,B3,,,,,,
20180494,M,JAE Ordinary Admission,Science,CHUNG CHENG HIGH SCHOOL (MAIN),NO RELIGION,SINGAPORE CITIZEN,,0,8,A2,B3,A1,,,A1,A2,A1,B3,A1,,,,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,,
20180495,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,3,6,A1,B3,,,,A2,C5,,B3,B3,,,,,,,,B3,,,,,,,,,,,,C5,,,,,,,,,,,,,,,,
20180496,M,JAE Ordinary Admission,Science,CATHOLIC HIGH SCHOOL,BUDDHIST,SINGAPORE CITIZEN,,0,7,B3,A2,A1,,,A1,A1,A1,A2,,,,,,,,,,,,A1,,,,,,A1,,,,,,,,,,,,,,,,,,,
20180497,F,IP (Y),Science,SCHOOL Y,CHRISTIAN,SINGAPORE CITIZEN,,1.17,6,A1,A2,,,,A1,A1,,A1,A1,,,,,,,,,,,A1,,,,,,,,,A1,,,,,,,,,,,,,,,,
20180498,M,IP (X),Science,SCHOOL X,CHRISTIAN,SINGAPORE CITIZEN,,3.22,6,B3,B3,,,,A1,B4,C5,C5,C5,,,,,,,,,,A2,,,,,,,,,,,,,A2,,,,,,A2,,A2,,,,,
20180499,F,JAE Ordinary Admission,Science,SWISS COTTAGE SECONDARY SCHOOL,CHRISTIAN,SINGAPORE CITIZEN,,0,8,A1,C5,A2,,,A1,A1,,B3,B3,,,,,,,,,,,A1,,,,,,A2,,,,,,,,,,,,,,,,,,,
20180500,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.61,6,A1,A1,,,,A1,A2,B3,A2,A1,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,
