NEWID,GENDER,INTAKE,STREAM,SEC SCHOOL,RELIGION,CITIZENSHIP,REPEAT,MSG,L1R5,EL1,HMTL,MTL2,BT,DT,EM,AM,PHY,CHM,BIO,PC,CB,SSL,PE,COM,EC,PA,CH,SSH,SSG,HA,HMU,LEL,LCL,HSY,GEO,ART,MU,AL,IN,MSP,HH,HG,HL,IH,HZ,IHC,FR,GM,JP,EM2,AM2,PO2,CO2,BO2,EO2,IH2,LA2,SP
20200488,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE PR (CHINESE),,1.29,6,B3,A1,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,
20200489,M,IP (X),Science,SCHOOL X,CHRISTIAN,SINGAPORE CITIZEN,,2.56,6,B3,A1,,,,B3,B3,B4,C5,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,
20200490,M,JAE Ordinary Admission,Science,MONTFORT SECONDARY SCHOOL,FREE THINKER,CHINESE,,,6,B3,A1,A1,,,A1,A1,A2,A1,,,,,,A1,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200491,F,JAE Ordinary Admission,Science,JUNYUAN SECONDARY SCHOOL,FREE THINKER,SINGAPORE PR (CHINESE),,,7,B3,A2,A1,,,A1,A1,,A1,A1,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200492,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE PR (CHINESE),,2.45,6,B3,A1,,,,B4,B3,A2,C6,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,,,,
20200493,M,IP (X),Science,SCHOOL X,FREE THINKER,SINGAPORE CITIZEN,,1,6,A1,A2,,,,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200494,F,DSA,Science,METHODIST GIRLS' SCHOOL (SECONDARY),NO RELIGION,SINGAPORE PR (MALAYSIAN),,,6,A1,A1,A1,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,A1,,,,,,,,A1,,,,,,,,,,,,,,,
20200495,F,IP (Y),Science,SCHOOL Y,BUDDHIST,SINGAPORE CITIZEN,,2,6,A2,B3,,,,A1,A1,A1,A2,B3,,,,,,,,,,,,,,,,,,,,,,B4,,,,,,,,,,,,,,,,,
20200496,F,IP (Y),Science,SCHOOL Y,BUDDHIST,SINGAPORE CITIZEN,,1.71,6,B3,A1,,,,A1,A1,A1,A2,A2,,,,,,,,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,
20200497,M,IP (X),Arts,SCHOOL X,CHRISTIAN,SINGAPORE CITIZEN,,1.27,6,A1,B3,,,,A1,A1,A2,A1,,,,,,,,,,,,,,A2,,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
20200498,F,IP (Y),Science,SCHOOL Y,BUDDHIST,SINGAPORE CITIZEN,,1.14,6,A2,A1,,,,A1,A1,A1,A2,A2,,,,,,,,,,,A1,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,
20200499,F,IP (Y),Science,SCHOOL Y,BUDDHIST,SINGAPORE CITIZEN,,1.57,6,A2,B3,,,,A1,A2,A2,A2,A1,,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,
20200500,F,JAE Ordinary Admission,Science,SWISS COTTAGE SECONDARY SCHOOL,BUDDHIST,SINGAPORE CITIZEN,,,8,A1,A2,A1,,,A1,A2,,A2,B3,,,,,,,,,A1,,,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,
